WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.1.225:5001
Press CTRL+C to quit
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 108-167-082
127.0.0.1 - - [16/Aug/2026 13:09:38] "GET /api/v1/health HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:32] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:32] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:32] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:32] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:32] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:32] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:32] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:32] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:40] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:40] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:37:40] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:37:40] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:37:41] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:41] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:41] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:41] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:43] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:43] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:37:43] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:37:43] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:37:43] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:43] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:43] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:43] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:37:44] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:44] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:44] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:44] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:44] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:44] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:45] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:45] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:46] "POST /api/v1/outage-users/fault-location/event-types HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:46] "POST /api/v1/outage-users/fault-location/lines HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:47] "POST /api/v1/outage-users/fault-location/event-types HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:47] "POST /api/v1/outage-users/fault-location/lines HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:54] "POST /api/v1/outage-users/fault-location/event-types HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:54] "POST /api/v1/outage-users/fault-location/lines HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:59] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:59] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:59] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:59] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:37:59] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:00] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:00] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:00] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:03] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:03] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:04] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:04] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:05] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:05] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:05] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:05] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:08] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:08] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:10] "POST /api/v1/outage-users/time-trend/users/real-count HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:38:10] "POST /api/v1/outage-users/time-trend/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:10] "POST /api/v1/outage-users/spatial-distribution/equipment-summary HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:10] "POST /api/v1/outage-users/spatial-distribution/equipment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:38:10] "POST /api/v1/outage-users/spatial-distribution/equipment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:42:52] "POST /api/v1/outage-users/counties HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:42:52] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:42:52] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:42:52] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:42:52] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:42:52] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:42:52] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:42:54] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:42:54] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:42:59] "POST /api/v1/outage-users/time-trend/users/real-count HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:42:59] "POST /api/v1/outage-users/time-trend/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:03] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:03] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:03] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:03] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:03] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:03] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:04] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:04] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:08] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:09] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:15] "POST /api/v1/outage-users/region-warning-lights/detail HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:17] "POST /api/v1/outage-users/outage-scope-assessment/detail HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:33] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:33] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:33] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:43:33] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:43:33] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:33] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:43:37] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:43:37] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:43:37] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:37] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:43:38] "POST /api/v1/sensitive-appeals/sensitive-users/type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:43:38] "POST /api/v1/sensitive-appeals/sensitive-users HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:48] "POST /api/v1/outage-users/counties HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:48] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:49] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:49] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:49] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:49] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:49] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:53] "POST /api/v1/outage-users/counties HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:54] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:54] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:54] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:54] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:54] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:54] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:56] "POST /api/v1/outage-users/time-trend/users/real-count HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:51:56] "POST /api/v1/outage-users/time-trend/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:57] "POST /api/v1/outage-users/spatial-distribution/equipment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:57] "POST /api/v1/outage-users/spatial-distribution/equipment-summary HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:51:57] "POST /api/v1/outage-users/spatial-distribution/equipment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:06] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:06] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:06] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:06] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:06] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:06] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:06] "POST /api/v1/outage-users/time-trend/users/real-count HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:09] "POST /api/v1/outage-users/time-trend HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:09] "POST /api/v1/outage-users/spatial-distribution HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:09] "POST /api/v1/outage-users/region-warning-lights HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:09] "POST /api/v1/outage-users/county-user-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:09] "POST /api/v1/outage-users/fault-location HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:09] "POST /api/v1/outage-users/time-trend/users/real-count HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:09] "POST /api/v1/outage-users/outage-scope-assessment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:13] "POST /api/v1/outage-users/user-tags/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:13] "POST /api/v1/outage-users/user-tags HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:15] "POST /api/v1/outage-users/time-trend/users/real-count HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:15] "POST /api/v1/outage-users/time-trend/chart HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:20] "POST /api/v1/outage-users/spatial-distribution/equipment-summary HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:20] "POST /api/v1/outage-users/spatial-distribution/equipment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:20] "POST /api/v1/outage-users/spatial-distribution/equipment HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:36] "POST /api/v1/sensitive-appeals/appeal-type-count/top5 HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:36] "POST /api/v1/sensitive-appeals/user-type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:36] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:36] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:52:36] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:52:36] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:52:47] "POST /api/v1/sensitive-appeals/sensitive-users/type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:47] "POST /api/v1/sensitive-appeals/sensitive-users HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:57] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:57] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:57] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:57] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:57] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:57] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:52:57] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:52:57] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:52:57] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:58] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:58] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:58] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:58] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:58] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:58] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:58] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:52:58] "POST /api/v1/sensitive-appeals/sensitive-users HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:52:58] "POST /api/v1/sensitive-appeals/sensitive-users/type-count HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:11] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:11] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:11] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:11] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:12] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:12] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:12] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:12] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:13] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:13] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:13] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:13] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:14] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:14] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:14] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:14] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:15] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:15] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:15] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:15] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:15] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:15] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:15] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:15] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:16] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:16] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:16] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:16] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:17] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:17] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:17] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:17] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:18] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:18] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:18] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:18] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:21] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:21] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:21] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:21] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:22] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:22] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:22] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:22] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 500 -
127.0.0.1 - - [16/Aug/2026 14:53:23] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:23] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:23] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:23] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:24] "POST /api/v1/sensitive-appeals/ai/emotion-evolution HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:24] "POST /api/v1/sensitive-appeals/ai/intelligent-receipt HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:24] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
127.0.0.1 - - [16/Aug/2026 14:53:24] "POST /api/v1/sensitive-appeals/ai/intelligent-warning HTTP/1.1" 404 -
127.0.0.1 - - [16/Aug/2026 14:53:31] "POST /api/v1/sensitive-appeals/user-appeals HTTP/1.1" 200 -
